	T0	GSK_Rep1	GSK_Rep2	DMSO_Rep1	DMSO_Rep2
PIK3R3_+_46598278.23-P1P2	30	17	46	63	53
PIK3R3_+_46598285.23-P1P2	0	0	0	1	0
PIK3R4_-_130465552.23-P1P2	0	0	0	0	1
PIK3R4_-_130465652.23-P1P2	0	0	0	0	1
PIK3R4_+_130465430.23-P1P2	4	0	0	0	0
PIK3R4_+_130465669.23-P1P2	0	0	0	1	0
PIK3R5_-_8868596.23-P1P2	0	0	0	1	0
PIK3R6_-_8770756.23-P1P2	5	0	0	0	0
PIK3R6_-_8770944.23-P1P2	0	0	0	1	0
PIK3R6_+_8770589.23-P1P2	0	0	0	1	0
PIK3R6_+_8770893.23-P1P2	4	1	2	0	5
PIKFYVE_+_209131049.23-P1P2	7	5	11	17	1
PIKFYVE_+_209131413.23-P1P2	0	0	0	1	0
PILRA_+_99971154.23-P1P2	0	1	0	0	1
PILRB_+_99933829.23-P1P2	0	0	0	1	0
PIM1_-_37137966.23-P1P2	0	0	1	0	0
PIM1_-_37138008.23-P1P2	0	0	0	0	1
PIM1_+_37138171.23-P1P2	0	1	1	0	0
PIM2_-_48776115.23-P1P2	0	1	0	0	0
PIM2_+_48775858.23-P1P2	2	1	0	1	0
PIM3_-_50354801.23-P1P2	1	0	0	0	0
PIM3_-_50354856.23-P1P2	2	0	0	1	0
PIM3_+_50354860.23-P1P2	1	1	1	0	1
PIM3_+_50354868.23-P1P2	0	0	0	1	0
PIN4_-_71401586.23-P1P2	0	0	0	0	1
PIN4_-_71401607.23-P1P2	1	0	0	0	0
PIN4_-_71401976.23-P1P2	0	0	1	1	0
PIN4_+_71402020.23-P1P2	0	0	1	1	1
PINK1_-_20960047.23-P1P2	5	2	2	0	0
PINK1_-_20960428.23-P1P2	0	0	1	0	0
PINK1_-_20960460.23-P1P2	0	1	0	0	1
PINK1_+_20960411.23-P1P2	0	0	1	0	0
PIP4K2A_-_23003048.23-P1P2	17	4	67	40	4
PIP4K2A_+_23003104.23-P1P2	0	0	1	4	2
PIP4K2A_+_23003459.23-P1P2	0	0	0	1	0
PIP4K2B_-_36955387.23-P1P2	0	0	0	1	0
PIP4K2B_-_36955739.23-P1P2	1	0	0	1	0
PIP4K2C_+_57985002.23-P1P2	5	4	2	0	0
PIP4K2C_+_57985008.23-P1P2	0	0	1	0	0
PIP4K2C_+_57985353.23-P1P2	0	1	0	0	0
PIP5K1A_+_151171080.23-P1P2	0	0	0	1	0
PIP5K1B_-_71320195.23-P1P2	0	0	0	0	1
PIP5K1B_+_71320559.23-P1P2	24	6	22	45	2
PIP5K1C_-_3700037.23-P1P2	0	0	0	1	0
PIP5K1C_+_3700441.23-P1P2	0	1	0	4	0
PIP5KL1_-_130691053.23-P1P2	120	130	260	224	203
PIPOX_+_27370166.23-P1P2	0	0	1	0	0
PIPOX_+_27370206.23-P1P2	0	0	0	0	1
PIR_-_15511345.23-P1P2	14	6	20	42	4
PIR_-_15511348.23-P1P2	7	1	7	10	3
PIR_-_15511368.23-P1P2	6	1	1	1	0
PIRT_-_10740977.23-P1P2	0	0	0	0	2
PIRT_+_10741373.23-P1P2	0	0	0	0	1
PIRT_+_10741379.23-P1P2	1	0	0	2	0
PISD_-_32023968.23-ENST00000382151.2	0	0	0	0	1
PISD_-_32026798.23-ENST00000266095.5	0	1	0	0	0
PISD_+_32024094.23-ENST00000382151.2	2	0	0	0	0
PISD_+_32026626.23-ENST00000266095.5	0	0	0	1	0
PISD_+_32026789.23-ENST00000266095.5	0	0	0	1	1
PISD_+_32026821.23-ENST00000266095.5	1	0	1	0	0
PITHD1_-_24104930.23-P1P2	0	0	0	1	0
PITPNA_+_1465444.23-P1P2	0	0	0	1	0
PITPNA_+_1465502.23-P1P2	0	2	0	2	2
PITPNA_+_1465684.23-P1P2	0	1	0	0	0
PITPNA_+_1466054.23-P1P2	0	1	0	2	1
PITPNB_+_28314781.23-P1P2	0	0	4	1	0
PITPNB_+_28314785.23-P1P2	0	0	1	1	0
PITPNB_+_28315120.23-P1P2	0	1	0	1	0
PITPNC1_-_65373433.23-P1P2	12	25	30	11	8
PITPNC1_+_65373909.23-P1P2	6	18	27	18	17
PITPNC1_+_65373945.23-P1P2	0	0	0	1	1
PITPNM1_-_67271373.23-P1P2	4	0	0	2	1
PITPNM1_-_67272759.23-P1P2	0	0	1	0	0
PITPNM1_-_67272778.23-P1P2	1	0	0	0	1
PITPNM1_+_67272447.23-P1P2	9	0	1	0	0
PITPNM1_+_67272797.23-P1P2	8	21	36	5	8
PITPNM2_-_123518766.23-ENST00000542749.1	0	0	0	1	0
PITPNM2_-_123518809.23-ENST00000542749.1	0	0	0	0	1
PITPNM2_-_123519106.23-ENST00000542749.1	2	0	4	1	0
PITPNM2_-_123594903.23-ENST00000320201.4	0	1	0	0	0
PITPNM2_-_123594920.23-ENST00000320201.4	0	0	0	0	1
PITPNM2_-_123594924.23-ENST00000320201.4	0	0	0	2	0
PITPNM2_-_123594937.23-ENST00000320201.4	0	0	1	0	1
PITPNM2_+_123519150.23-ENST00000542749.1	0	0	0	1	1
PITPNM3_-_6459427.23-P1P2	0	1	0	0	0
PITPNM3_+_6459493.23-P1P2	1	1	2	0	3
PITPNM3_+_6459697.23-P1P2	5	0	0	2	0
PITRM1_+_3214529.23-P1P2	1	0	0	0	0
PITX1_-_134369501.23-P1P2	1	0	0	0	0
PITX1_-_134369888.23-P1P2	0	0	0	1	0
PITX1_-_134369904.23-P1P2	0	1	0	0	0
PITX1_+_134369551.23-P1P2	1	0	0	0	0
PITX2_-_111544155.23-P1	0	0	0	3	0
PITX2_-_111558090.23-P2	2	0	0	2	1
PITX2_-_111558101.23-P2	1	0	0	6	0
PITX2_+_111558146.23-P2	0	0	0	0	1
PITX3_-_104001245.23-P1P2	0	0	1	0	0
PITX3_+_104001211.23-P1P2	3	0	0	2	4
PIWIL1_-_130822632.23-P1P2	1	0	0	0	0
PIWIL1_-_130822691.23-P1P2	2	0	0	1	0
PIWIL1_-_130822696.23-P1P2	0	0	0	1	0
PIWIL2_-_22132893.23-P1P2	91	45	50	217	134
PIWIL2_+_22133342.23-P1P2	0	0	0	1	1
PIWIL3_+_25170255.23-ENST00000332271.5	0	1	0	1	0
PIWIL3_+_25170358.23-ENST00000332271.5	102	101	68	141	68
PIWIL3_+_25170465.23-ENST00000332271.5	0	0	0	1	0
PIWIL3_+_25170475.23-ENST00000332271.5	0	1	0	0	0
PIWIL4_-_94278864.23-P1P2	0	0	0	1	0
PIWIL4_+_94278432.23-P1P2	1	0	0	0	1
PIWIL4_+_94278607.23-P1P2	1	1	0	0	0
PJA1_+_68385270.23-P1P2	33	0	0	0	1
PJA2_-_108745503.23-P1P2	0	1	0	0	0
PJA2_+_108745536.23-P1P2	9	9	12	122	49
PJA2_+_108745625.23-P1P2	0	0	0	1	0
PKD1L1_+_47988024.23-P1P2	0	0	0	3	1
PKD1L2_+_81253947.23-ENST00000337114.4	1	0	0	0	1
PKD1L3_-_72033416.23-P1P2	0	0	0	2	0
PKD1L3_-_72033575.23-P1P2	1	0	0	0	0
PKD1L3_-_72033586.23-P1P2	0	0	0	0	1
PKD1L3_+_72033568.23-P1P2	0	0	1	0	0
PKD2_-_88928829.23-P1P2	1	0	0	0	1
PKD2_-_88929246.23-P1P2	7	16	0	4	9
PKD2L1_-_102089487.23-P1P2	1	0	12	0	0
PKD2L1_-_102089621.23-P1P2	26	39	40	17	12
PKD2L1_-_102089912.23-P1P2	6	0	11	28	18
PKD2L1_+_102089611.23-P1P2	1	0	1	1	1
PKD2L1_+_102089895.23-P1P2	0	0	0	1	0
PKD2L2_-_137225183.23-P1P2	1	0	0	1	0
PKD2L2_-_137225200.23-P1P2	0	0	0	1	1
PKD2L2_-_137225218.23-P1P2	0	0	2	0	0
PKD2L2_-_137225229.23-P1P2	11	6	18	0	7
PKDCC_-_42275537.23-P1P2	2	0	0	0	0
PKDCC_-_42275772.23-P1P2	0	0	0	1	2
PKDCC_+_42275174.23-P1P2	0	0	0	1	0
PKDCC_+_42275401.23-P1P2	0	1	0	2	0
PKDCC_+_42275596.23-P1P2	2	0	11	0	0
PKDREJ_-_46658845.23-P1P2	0	1	0	0	1
PKDREJ_-_46659149.23-P1P2	0	0	0	1	0
PKHD1_-_51952335.23-P1P2	12	13	47	5	34
PKHD1_+_51952354.23-P1P2	0	0	0	1	0
PKHD1_+_51952394.23-P1P2	0	0	0	1	0
PKHD1L1_-_110374716.23-P1P2	0	0	1	1	0
PKHD1L1_-_110374742.23-P1P2	0	2	1	3	2
PKIA_-_79428572.23-P1P2	0	0	0	1	0
PKIA_-_79428638.23-P1P2	0	0	0	1	0
PKIA_-_79428794.23-P1P2	0	0	0	3	0
PKIB_-_122931570.23-P1	1	0	0	1	0
PKIB_-_122931580.23-P1	0	0	1	0	0
PKIB_-_122931583.23-P1	0	0	0	0	1
PKIB_-_123038738.23-P2	1	0	0	1	0
PKIB_-_123039104.23-P2	0	0	0	1	1
PKIB_+_123039146.23-P2	15	15	107	309	189
PKIG_-_43160524.23-P1P2	0	0	1	1	0
PKIG_-_43160637.23-P1P2	0	0	1	2	1
PKIG_+_43160504.23-P1P2	0	0	1	0	0
PKM_+_72500668.23-P2	49	20	42	79	20
PKM_+_72500912.23-P2	0	0	0	1	0
PKM_+_72523385.23-P1	0	0	0	0	1
PKMYT1_-_3029976.23-P1P2	2	0	2	0	2
PKMYT1_+_3030402.23-P1P2	1	3	0	1	0
PKN1_-_14544383.23-P1	0	0	0	1	0
PKN1_-_14544565.23-P1	0	0	0	1	0
PKN1_-_14551111.23-P2	0	1	0	0	0
PKN1_+_14544594.23-P1	0	1	1	0	0
PKN1_+_14551296.23-P2	0	0	0	1	0
PKN2_-_89150042.23-P1P2	11	6	5	26	9
PKN2_+_89150054.23-P1P2	3	5	0	0	1
PKN3_+_131464789.23-P1P2	0	0	1	0	2
PKN3_+_131465264.23-P1P2	5	5	5	0	12
PKNOX1_-_44394704.23-P1P2	14	6	3	35	22
PKNOX1_+_44395117.23-P1P2	0	0	0	1	0
PKNOX2_-_125035107.23-P1P2	0	1	0	0	0
PKNOX2_+_125034593.23-P1P2	2	1	1	2	3
PKNOX2_+_125034690.23-P1P2	0	1	0	0	0
PKNOX2_+_125035090.23-P1P2	0	1	0	0	0
PKP1_-_201252657.23-P1P2	19	1	3	4	0
PKP1_-_201252660.23-P1P2	1	0	0	0	0
PKP1_+_201252686.23-P1P2	0	0	0	1	1
PKP1_+_201253063.23-P1P2	4	0	1	0	0
PKP2_-_33049318.23-P1P2	0	0	0	0	1
PKP2_-_33049344.23-P1P2	0	1	1	0	0
PKP3_-_392630.23-P2	0	2	0	1	0
PKP3_-_392638.23-P2	0	0	0	1	0
PKP3_-_392660.23-P2	0	0	0	0	1
PKP3_-_393055.23-P2	0	0	1	1	0
PKP3_-_394247.23-P1	0	1	0	0	2
PKP3_-_394598.23-P1	0	1	0	1	0
PKP3_+_392648.23-P2	0	0	0	0	1
PKP3_+_394287.23-P1	2	0	2	21	8
PKP3_+_394696.23-P1	0	0	1	0	0
PKP4_-_159313529.23-P1P2	10	10	4	1	5
PKP4_+_159313877.23-P1P2	2	3	6	3	0
PKP4_+_159313893.23-P1P2	1	0	0	0	0
PLA1A_-_119316843.23-P1P2	3	4	14	4	6
PLA1A_+_119317032.23-P1P2	17	10	0	33	24
PLA1A_+_119317152.23-P1P2	0	0	1	0	1
PLA2G10_-_14788126.23-ENST00000438167.3	0	0	0	2	0
PLA2G10_-_14788129.23-ENST00000438167.3	1	0	0	0	1
PLA2G12A_-_110651205.23-P1P2	15	9	0	0	5
PLA2G12A_+_110650668.23-P1P2	0	1	0	1	1
PLA2G12A_+_110651138.23-P1P2	0	1	1	6	0
PLA2G12B_-_74714556.23-P1P2	11	14	4	3	7
PLA2G12B_+_74714361.23-P1P2	0	0	0	1	0
PLA2G12B_+_74714512.23-P1P2	7	9	0	9	0
PLA2G12B_+_74714515.23-P1P2	0	0	0	1	0
PLA2G15_-_68279333.23-P1P2	1	0	2	1	0
PLA2G15_+_68279301.23-P1P2	0	1	1	2	0
PLA2G15_+_68279337.23-P1P2	0	0	1	0	0
PLA2G15_+_68279347.23-P1P2	1	0	0	0	0
PLA2G16_-_63381431.23-P1P2	1	0	0	0	0
PLA2G16_+_63381843.23-P1P2	7	0	0	0	0
PLA2G16_+_63381883.23-P1P2	2	0	14	1	1
PLA2G1B_-_120765374.23-P1	0	0	0	1	0
PLA2G1B_-_120765462.23-P1	10	0	1	0	1
PLA2G1B_+_120763865.23-P2	12	12	3	11	13
PLA2G2C_-_20501334.23-P1P2	1	0	0	0	0
PLA2G2C_-_20501518.23-P1P2	1	0	0	0	1
PLA2G2C_+_20501498.23-P1P2	0	0	0	2	0
PLA2G2C_+_20501583.23-P1P2	0	0	0	1	0
PLA2G2D_-_20445639.23-P1P2	0	0	2	2	3
PLA2G2D_-_20445804.23-P1P2	0	1	0	1	0
PLA2G2D_-_20446014.23-P1P2	9	8	13	14	4
PLA2G2E_-_20249761.23-P1P2	0	2	0	0	0
PLA2G2E_-_20249882.23-P1P2	0	0	0	2	0
PLA2G2E_+_20250115.23-P1P2	0	0	0	1	0
PLA2G2F_+_20466339.23-P1P2	1	0	1	1	0
PLA2G3_-_31536095.23-P1P2	0	0	0	1	1
PLA2G3_-_31536469.23-P1P2	2	4	1	0	4
PLA2G4A_-_186798141.23-P1P2	4	1	0	1	0
PLA2G4C_-_48613995.23-P1P2	7	8	2	16	4
PLA2G4C_-_48614043.23-P1P2	2	0	0	1	0
PLA2G4C_+_48614015.23-P1P2	0	0	0	1	0
PLA2G4D_+_42386662.23-P1P2	0	0	1	0	0
PLA2G4D_+_42386733.23-P1P2	0	0	1	0	1
PLA2G4E_-_42342938.23-ENST00000399518.3	0	0	0	1	1
PLA2G4E_+_42342909.23-ENST00000399518.3	0	1	0	0	0
PLA2G4E_+_42342976.23-ENST00000399518.3	33	103	146	270	335
PLA2G4F_-_42448826.23-P1P2	0	0	0	1	1
PLA2G4F_+_42448442.23-P1P2	1	0	0	0	1
PLA2G4F_+_42448789.23-P1P2	0	0	0	0	2
PLA2G5_-_20396684.23-P1P2	0	3	2	2	3
PLA2G5_-_20397058.23-P1P2	11	3	0	0	13
PLA2G5_+_20396745.23-P1P2	14	2	14	66	36
PLA2G5_+_20397084.23-P1P2	0	0	1	0	0
PLA2G6_-_38577269.23-P1P2	0	0	0	1	0
PLA2G6_-_38577794.23-P1P2	21	4	8	171	73
PLA2G7_-_46703088.23-P1P2	0	0	0	0	1
PLA2G7_+_46702836.23-P1P2	0	0	0	1	0
PLA2G7_+_46703154.23-P1P2	0	0	1	2	0
PLA2R1_+_160919084.23-P1P2	1	1	0	0	0
PLA2R1_+_160919087.23-P1P2	14	10	12	77	24
PLA2R1_+_160919099.23-P1P2	0	1	0	2	3
PLAA_-_26947187.23-P1P2	7	1	0	1	0
PLAC1_-_133792470.23-P1P2	0	0	1	1	1
PLAC1_+_133792455.23-P1P2	13	35	20	62	39
PLAC1L_-_59807926.23-P1P2	0	0	0	1	0
PLAC1L_-_59807935.23-P1P2	0	0	0	1	0
PLAC1L_+_59808302.23-P1P2	0	0	1	0	0
PLAC4_-_42557184.23-P1P2	0	0	0	0	1
PLAC4_-_42557215.23-P1P2	0	0	0	0	1
PLAC4_-_42557241.23-P1P2	183	249	408	857	248
PLAC8_-_84035832.23-P1P2	0	0	0	1	0
PLAC8_+_84035459.23-P1P2	0	1	0	3	1
PLAC8_+_84035684.23-P1P2	1	0	0	0	0
PLAC8L1_+_145483553.23-P1P2	0	0	0	0	1
PLAC8L1_+_145483558.23-P1P2	0	0	0	1	0
PLAC8L1_+_145483894.23-P1P2	0	1	2	3	4
PLAC9_-_81892504.23-P1P2	0	0	0	1	0
PLAC9_+_81892851.23-P1P2	0	0	0	1	0
PLAG1_+_57123428.23-P1P2	35	30	47	104	82
PLAGL1_-_144328953.23-P1	9	0	0	0	0
PLAGL1_-_144385349.23-P2	1	0	1	2	0
PLAGL1_+_144329380.23-P1	0	0	0	1	0
PLAGL1_+_144329384.23-P1	4	0	4	14	13
PLAGL1_+_144385655.23-P2	0	0	0	0	1
PLAGL1_+_144385691.23-P2	0	0	0	1	0
PLAGL2_-_30795515.23-P1P2	2	0	0	1	1
PLAGL2_-_30795547.23-P1P2	22	13	28	0	37
PLAT_-_42064630.23-P1P2	8	6	7	4	0
PLAT_-_42065071.23-P1P2	0	0	0	1	0
PLAT_+_42065006.23-P1P2	14	7	58	65	24
PLAT_+_42065055.23-P1P2	0	0	0	1	0
PLAU_-_75670897.23-P1P2	0	0	0	0	1
PLAU_+_75671308.23-P1P2	16	9	4	2	1
PLAUR_+_44174210.23-P1P2	58	83	55	39	41
PLAUR_+_44174267.23-P1P2	12	2	1	11	5
PLAUR_+_44174287.23-P1P2	0	0	0	1	1
PLAUR_+_44174301.23-P1P2	0	1	0	0	0
PLB1_+_28719212.23-ENST00000327757.5,ENST00000422425.2	0	2	2	0	1
PLB1_+_28719362.23-ENST00000327757.5,ENST00000422425.2	1	0	0	3	3
PLBD1_-_14720724.23-P1P2	5	4	0	0	0
PLBD1_+_14720324.23-P1P2	0	0	1	0	0
PLBD2_+_113796587.23-P1P2	13	14	17	35	13
PLCB1_+_8112924.23-P1P2	0	0	1	1	0
PLCB1_+_8112991.23-P1P2	4	12	0	13	10
PLCB2_-_40599693.23-P1P2	29	4	24	18	10
PLCB2_-_40599845.23-P1P2	0	0	0	2	0
PLCB3_-_64019086.23-P1P2	1	0	0	0	1
PLCB3_+_64019076.23-P1P2	0	2	0	0	0
PLCB3_+_64019432.23-P1P2	0	0	0	1	0
PLCB4_-_9049405.23-P1P2	2	0	0	2	0
PLCB4_+_9049878.23-P1P2	5	6	2	7	2
PLCD1_-_38071094.23-P1P2	0	0	0	1	0
PLCD1_+_38070687.23-P1P2	8	15	9	14	0
PLCD3_-_43209827.23-P1P2	0	0	0	1	0
PLCD3_-_43209872.23-P1P2	139	466	574	826	296
PLCD3_-_43209892.23-P1P2	0	0	0	3	1
PLCD3_+_43209852.23-P1P2	36	36	63	48	29
PLCD4_-_219472652.23-P1P2	0	0	0	2	2
PLCD4_-_219472655.23-P1P2	0	0	1	0	0
PLCD4_+_219472894.23-P1P2	31	23	46	12	6
PLCE1_-_95753709.23-P1P2	1	1	0	0	0
PLCE1_-_95753741.23-P1P2	18	0	0	0	0
PLCE1_+_95753678.23-P1P2	25	10	11	8	6
PLCG1_+_39766166.23-P1P2	0	0	0	1	0
PLCG1_+_39766176.23-P1P2	2	3	3	0	0
PLCG1_+_39766234.23-P1P2	1	0	0	0	0
PLCG2_-_81812931.23-P1P2	17	3	4	22	2
PLCG2_-_81812952.23-P1P2	0	1	0	0	0
PLCG2_-_81812994.23-P1P2	0	1	0	0	0
PLCG2_+_81812942.23-P1P2	0	1	0	0	0
PLCH1_-_155394128.23-P2	0	0	0	1	0
PLCH1_-_155394144.23-P2	0	1	0	0	0
PLCH1_-_155462432.23-P1	0	2	1	2	3
PLCH1_-_155462830.23-P1	1	0	0	0	0
PLCH1_+_155394116.23-P2	0	1	0	0	0
PLCH1_+_155462414.23-P1	0	0	0	3	0
PLCL1_-_198669379.23-P1P2	0	1	0	1	0
PLCL1_-_198669764.23-P1P2	1	2	9	10	3
PLCL1_+_198669340.23-P1P2	0	0	0	1	0
PLCL1_+_198669400.23-P1P2	0	1	2	1	0
PLCL2_-_16926526.23-P1P2	0	0	0	1	0
PLCL2_-_16926869.23-P1P2	0	0	0	1	1
PLCL2_+_16926531.23-P1P2	0	0	0	0	2
PLCL2_+_16926717.23-P1P2	0	1	0	0	0
PLCXD1_-_193023.23-P2	1	0	1	1	1
PLCXD1_-_198091.23-P1	0	0	0	1	1
PLCXD1_-_198104.23-P1	0	0	1	0	0
PLCXD1_+_193074.23-P2	0	0	0	3	0
PLCXD1_+_193096.23-P2	1	0	0	0	0
PLCXD2_-_111393608.23-P1P2	0	0	0	1	0
PLCXD2_-_111393883.23-P1P2	0	0	1	0	0
PLCXD2_-_111394054.23-P1P2	0	0	0	0	1
PLCXD2_+_111393538.23-P1P2	0	0	1	2	0
PLCXD3_+_41510260.23-P1P2	12	15	10	28	5
PLCXD3_+_41510312.23-P1P2	0	0	0	31	0
PLCXD3_+_41510690.23-P1P2	0	0	0	0	1
PLCZ1_-_18890951.23-P1P2	1	0	0	0	0
PLCZ1_+_18890554.23-P1P2	0	0	0	1	1
PLCZ1_+_18890721.23-P1P2	0	0	0	1	0
PLD1_-_171528224.23-P1P2	1	0	0	0	0
PLD1_-_171528255.23-P1P2	2	3	0	22	5
PLD1_+_171528204.23-P1P2	49	19	6	95	32
PLD1_+_171528249.23-P1P2	1	0	0	0	0
PLD2_-_4710520.23-P1P2	0	0	0	1	1
PLD2_-_4710914.23-P1P2	1	1	1	1	1
PLD2_-_4711164.23-P1P2	1	0	0	2	0
PLD2_-_4711185.23-P1P2	7	10	11	9	3
PLD2_+_4710775.23-P1P2	4	19	36	38	7
PLD2_+_4711561.23-P1P2	0	0	1	0	0
PLD3_-_40854603.23-P2	4	4	12	7	9
PLD3_-_40871795.23-P1	0	0	0	1	0
PLD3_+_40854573.23-P2	0	1	0	1	0
PLD3_+_40854972.23-P2	14	7	21	122	66
PLD3_+_40871752.23-P1	3	0	0	0	0
PLD3_+_40871785.23-P1	2	0	0	11	0
PLD4_-_105391244.23-P1P2	0	1	1	0	0
PLD4_-_105391658.23-P1P2	1	0	0	0	0
PLD4_+_105391259.23-P1P2	14	0	16	72	20
PLD4_+_105391390.23-P1P2	9	11	4	18	2
PLD5_-_242687965.23-P1P2	0	1	0	1	0
PLD5_+_242687515.23-P1P2	0	0	1	1	0
PLD5_+_242687566.23-P1P2	0	1	0	0	0
PLD6_+_17109536.23-ENST00000321560.3	1	1	0	0	0
PLD6_+_17109591.23-ENST00000321560.3	0	1	0	1	0
PLD6_+_17109659.23-ENST00000321560.3	1	5	3	31	8
PLEC_-_145024628.23-P2	0	0	0	1	0
PLEC_-_145024670.23-P2	0	0	0	2	0
PLEC_+_145013687.23-P1	2	2	3	8	0
PLEC_+_145013722.23-P1	0	0	0	0	1
PLEC_+_145013761.23-P1	1	0	0	1	0
PLEC_+_145025102.23-P2	0	1	0	1	0
PLEK_-_68592421.23-P1P2	28	11	17	1	2
PLEK_-_68592497.23-P1P2	1	2	20	7	8
PLEK_-_68592508.23-P1P2	17	22	3	41	28
PLEK_+_68592446.23-P1P2	0	1	0	0	0
PLEK2_-_67878514.23-P1P2	2	5	0	0	1
PLEK2_-_67878677.23-P1P2	0	0	0	1	0
PLEK2_-_67878894.23-P1P2	0	0	0	2	0
PLEK2_+_67878484.23-P1P2	5	0	0	1	4
PLEK2_+_67878642.23-P1P2	0	0	0	1	0
PLEKHA1_-_124134362.23-P1P2	1	0	5	9	0
PLEKHA1_-_124134639.23-P1P2	1	0	0	0	0
PLEKHA1_+_124134185.23-P1P2	0	0	0	0	1
PLEKHA2_-_38758857.23-P1P2	0	0	0	3	0
PLEKHA2_-_38759503.23-P1P2	1	0	0	0	0
PLEKHA2_+_38759496.23-P1P2	2	1	1	2	3
PLEKHA2_+_38759517.23-P1P2	0	0	0	2	0
PLEKHA3_-_179345189.23-P1P2	24	50	35	51	21
PLEKHA3_-_179345209.23-P1P2	1	0	1	0	0
PLEKHA3_-_179345228.23-P1P2	29	11	28	26	11
PLEKHA3_+_179345093.23-P1P2	0	0	0	1	0
PLEKHA4_-_49371930.23-P1P2	0	0	0	0	2
PLEKHA4_+_49371353.23-P1P2	36	0	43	109	49
PLEKHA4_+_49371892.23-P1P2	0	0	0	2	0
PLEKHA5_-_19282736.23-P1P2	0	2	1	2	0
PLEKHA5_-_19282739.23-P1P2	0	1	2	1	0
PLEKHA5_-_19283053.23-P1P2	0	0	0	1	0
PLEKHA6_-_204328601.23-P1P2	0	0	0	0	1
PLEKHA6_-_204328991.23-P1P2	0	0	0	1	0
PLEKHA6_+_204328590.23-P1P2	1	0	0	0	0
PLEKHA7_-_17035901.23-P1P2	0	1	0	0	0
PLEKHA7_+_17035927.23-P1P2	0	0	0	1	0
PLEKHA8_-_30068019.23-P1P2	0	0	0	0	1
PLEKHA8_-_30068028.23-P1P2	1	0	0	2	0
PLEKHB1_-_73358722.23-P1P2	0	0	0	0	1
PLEKHB1_-_73358744.23-P1P2	0	0	0	1	0
PLEKHD1_+_69951451.23-P1P2	0	0	0	1	0
PLEKHF1_-_30156373.23-P1P2	0	0	0	1	1
PLEKHF1_+_30156421.23-P1P2	0	0	1	0	0
PLEKHF1_+_30156811.23-P1P2	0	0	0	1	0
PLEKHF2_-_96146040.23-P1P2	0	0	1	0	0
PLEKHF2_+_96146101.23-P1P2	31	20	29	74	16
PLEKHF2_+_96146363.23-P1P2	0	0	0	1	0
PLEKHG1_+_150921463.23-P1	0	0	0	1	1
PLEKHG1_+_151042676.23-P2	0	0	0	1	1
PLEKHG2_-_39903315.23-P1P2	1	1	1	0	0
PLEKHG2_+_39903336.23-P1P2	0	0	0	1	0
PLEKHG3_-_65171568.23-P1P2	16	11	0	2	0
PLEKHG3_-_65171639.23-P1P2	0	1	1	1	1
PLEKHG4_-_67312532.23-P2	0	0	0	2	1
PLEKHG4_-_67313488.23-P1	0	0	0	0	1
PLEKHG4_+_67313462.23-P1	1	0	1	0	0
PLEKHG4B_-_140627.23-P1P2	0	1	0	1	0
PLEKHG4B_-_140827.23-P1P2	0	0	0	2	1
PLEKHG4B_+_140796.23-P1P2	0	2	0	0	0
PLEKHG5_+_6545106.23-P2	0	0	0	1	0
PLEKHG5_+_6557050.23-P1	0	0	0	1	1
PLEKHG5_+_6557470.23-P1	0	0	0	0	1
PLEKHG6_-_6419904.23-P1P2	0	1	1	0	0
PLEKHG6_-_6420161.23-P1P2	0	1	1	0	0
PLEKHG6_+_6420338.23-P1P2	8	0	3	3	0
PLEKHG7_-_93130345.23-ENST00000344636.3	0	0	0	0	1
PLEKHG7_+_93130761.23-ENST00000344636.3	0	0	0	1	1
PLEKHG7_+_93130770.23-ENST00000344636.3	0	0	0	0	1
PLEKHH1_+_68000419.23-P1P2	1	2	0	0	0
PLEKHH2_-_43864459.23-P1P2	18	24	17	3	34
PLEKHH2_-_43864750.23-P1P2	1	1	0	3	1
PLEKHH2_+_43864470.23-P1P2	1	1	1	10	0
PLEKHH3_-_40828635.23-P1P2	24	27	9	17	21
PLEKHH3_-_40828955.23-P1P2	0	0	0	19	3
PLEKHH3_+_40829002.23-P1P2	0	0	0	1	0
PLEKHJ1_-_2235826.23-P1P2	0	0	0	1	0
PLEKHJ1_+_2235915.23-P1P2	1	0	0	0	0
PLEKHM2_-_16010949.23-P1P2	0	0	0	1	0
PLEKHM2_+_16011202.23-P1P2	0	0	1	0	0
PLEKHM2_+_16011218.23-P1P2	0	0	0	0	1
PLEKHM3_+_208890190.23-P1P2	1	0	0	0	0
PLEKHN1_+_901890.23-P1P2	0	0	0	1	0
PLEKHN1_+_901909.23-P1P2	0	0	0	1	0
PLEKHN1_+_902311.23-P1P2	0	0	2	0	0
PLEKHO1_-_150122764.23-P1P2	2	15	17	24	11
PLEKHO1_+_150122508.23-P1P2	9	0	25	10	0
PLEKHO1_+_150122511.23-P1P2	0	4	1	0	0
PLEKHO1_+_150122554.23-P1P2	0	0	0	1	0
PLEKHO2_-_65134121.23-P1P2	0	0	0	0	1
PLEKHO2_-_65134155.23-P1P2	0	0	1	0	0
PLEKHO2_+_65133654.23-P1P2	0	0	1	0	0
PLEKHS1_-_115511472.23-P1P2	0	0	0	0	4
PLG_-_161127479.23-P1	6	1	11	4	13
PLG_-_161139870.23-P2	0	0	0	1	0
PLG_-_161139886.23-P2	0	0	0	0	1
